1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,17,0,17,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,17,0,1,0,0,1,1,0,0,0,1
1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,17,0,0,0,0,0,17,0,0,1,0,0,0,1
1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,17,0,0,0,0,0,17,0,0,0,1,17,0,1
1,0,0,1,0,0,1,17,17,17,1,1,1,1,1,0,0,17,0,0,1,0,17,1,0,0,0,0,0,7,0,0,0,0,0,0,1,17,0,1
1,0,0,1,0,0,1,17,17,17,1,0,0,0,0,0,0,17,0,0,1,0,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,0,1
1,0,0,1,0,0,1,17,17,17,1,0,0,15,15,0,0,17,0,0,1,17,17,1,0,0,0,17,17,17,17,17,0,0,0,1,1,17,0,1
1,0,0,1,0,0,1,17,17,17,1,0,0,15,15,0,0,17,0,0,1,17,0,1,1,0,0,0,17,17,17,0,0,0,1,0,1,17,17,1
1,0,0,1,0,0,1,17,54,17,1,0,0,0,0,0,0,17,0,0,1,17,0,1,0,1,0,0,0,17,0,0,0,1,0,0,1,0,17,1
1,0,0,1,0,0,1,17,17,17,1,0,0,0,0,0,17,0,0,0,1,17,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,17,1
1,0,0,1,0,0,1,17,17,17,1,0,0,0,0,17,0,0,0,0,1,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,17,1
1,0,0,1,0,0,1,17,17,17,1,0,0,0,17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1
1,0,0,1,0,0,1,17,17,17,1,0,0,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1
1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,15,15,0,0,1,0,0,0,0,17,17,17,0,0,0,17,17,17,17,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,17,17,15,15,17,17,0,0,0,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,17,0,0,1,1,1,1,0,0,17,0,0,0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,1,0,0,15,15,0,0,17,0,0,1,0,0,0,0,0,0,17,0,0,0,54,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,15,15,0,0,17,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,15,15,0,0,17,0,0,1,0,0,0,0,0,1,1,0,17,0,0,0,0,0,0,0,0,0,1
1,0,0,17,17,17,0,0,0,0,1,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,1,1,0,0,17,0,0,0,0,0,0,0,0,1
1,0,17,0,0,0,17,0,0,0,1,0,2,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1
1,0,17,0,54,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,17,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,17,17,17,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,17,17,17,1,0,0,1,1,0,54,0,0,17,17,0,0,0,54,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,17,17,17,1,0,0,1,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,1,17,17,17,1,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,17,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,15,0,0,0,17,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,17,0,0,1,0,0,1,0,0,1,17,17,17,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,17,0,0,1,0,0,1,0,0,1,17,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,17,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,17,17,17,17,17,17,17,0,0,0,0,0,0,1
1,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,0,0,0,17,0,0,0,0,0,1,0,0,1,0,0,1,15,15,15,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,15,15,15,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,1,0,0,1,15,15,15,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,17,0,0,0,0,0,0,0,0,0,17,17,17,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1,0,0,17,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,17,17,17,17,0,0,1,1,1,0,0,0,1
1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,1,1,1,17,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,17,17,17,17,17,17,0,0,0,0,17,1,1,1,17,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,1,1,1,17,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,17,17,17,17,0,0,0,0,0,0,0,0,1
1,0,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
